url,gtm_detected,consent_mode,gtm_events,third_party_trackers,third_party_domains_count,third_party_domains_list,trackerdb_patterns_count,trackerdb_data_source,status,google_urls_count,analysis_time,timestamp,raw_urls
http://dvd-angel.net/,False,False,not_applicable,not_applicable,0,not_applicable,3426,github_releases,success,0,24.434924125671387,2025-08-08T22:58:48.138836,[]
http://gs25.gsretail.com/,True,True,"gtm.js, gtm.dom","Google, Google APIs, Google Fonts, Google Marketing Platform, Instagram, jsDelivr",9,"cdn.jsdelivr.net, fastly.jsdelivr.net, fonts.googleapis.com, i.ytimg.com, region1.analytics.google.com, scontent-gmp1-1.cdninstagram.com, stats.g.doubleclick.net, www.google.co.uk, www.googleapis.com",3426,github_releases,success,6,31.918536901474,2025-08-08T22:59:20.057660,"[""https://www.googletagmanager.com/gtm.js?id=GTM-T7WXNHS"", ""https://www.googletagmanager.com/gtag/js?id=G-CHSRECZ6BZ&cx=c&gtm=45He5861h1v9101284529za200&tag_exp=101509157~103116026~103200004~103233427~104684208~104684211~105033763~105033765~105103161~105103163~105135708~105135710~105231383~105231385"", ""https://region1.analytics.google.com/g/collect?v=2&tid=G-CHSRECZ6BZ&gtm=45je5861h1v9101290213z89101284529za200zb9101284529zd9101284529&_p=1754693933020&_gaz=1&gcd=13l3l3l3l1l1&npa=0&dma=0&tag_exp=101509157~103116026~103200004~103233427~104527907~104528501~104684208~104684211~104948813~105033766~105033768~105103161~105103163~105135708~105135710&cid=495716717.1754693945&ul=en-us&sr=1280x720&frm=0&pscdl=noapi&_s=1&sid=1754693944&sct=1&seg=0&dl=http%3A%2F%2Fgs25.gsretail.com%2Fgscvs%2Fko%2Fmain&dt=GS25%20Site%20%7C%20Homepage&en=page_view&_fv=1&_nsi=1&_ss=1&tfd=16510"", ""https://stats.g.doubleclick.net/g/collect?v=2&tid=G-CHSRECZ6BZ&cid=495716717.1754693945&gtm=45je5861h1v9101290213z89101284529za200zb9101284529zd9101284529&aip=1&dma=0&gcd=13l3l3l3l1l1&npa=0&frm=0&tag_exp=101509157~103116026~103200004~103233427~104527907~104528501~104684208~104684211~104948813~105033766~105033768~105103161~105103163~105135708~105135710"", ""https://www.google.co.uk/ads/ga-audiences?v=1&t=sr&slf_rd=1&_r=4&tid=G-CHSRECZ6BZ&cid=495716717.1754693945&gtm=45je5861h1v9101290213z89101284529za200zb9101284529zd9101284529&aip=1&dma=0&gcd=13l3l3l3l1l1&npa=0&frm=0&tag_exp=101509157~103116026~103200004~103233427~104527907~104528501~104684208~104684211~104948813~105033766~105033768~105103161~105103163~105135708~105135710&tag_exp=101509157~103116026~103200004~103233427~104527907~104528501~104684208~104684211~104948813~105033766~105033768~105103161~105103163~105135708~105135710&z=896214646"", ""https://www.googleapis.com/youtube/v3/playlistItems?part=snippet&playlistId=UUl0HemfAt7dShJRf59_cuGQ&maxResults=10&key=AIzaSyCaptlnn51O7dILFMNDg_TwUdlpNVAbjkg&callback=jQuery111203122869412080307_1754693944404&_=1754693944405""]"
http://khalijmusic5.com/,False,False,not_applicable,not_applicable,0,not_applicable,3426,github_releases,success,2,65.57827711105347,2025-08-08T23:00:25.636557,"[""http://fonts.googleapis.com/css?family=Oswald"", ""https://fonts.googleapis.com/css?family=Roboto:100,100i,300,300i,400,400i,500,500i,700,700i,900,900i&display=swap""]"
http://kinoteatr.megamag.by/,False,False,not_applicable,not_applicable,0,not_applicable,3426,github_releases,success,4,35.88518142700195,2025-08-08T23:01:01.524629,"[""http://translate.google.com/translate_a/element.js?cb=googleTranslateElementInit"", ""https://translate.googleapis.com/_/translate_http/_/js/k=translate_http.tr.en_GB.kFuntBNlDk8.O/am=AAAE/d=1/exm=el_conf/ed=1/rs=AN8SPfrSJjfp62Kv9F50Xew-J26HVjzd7Q/m=el_main"", ""https://www.google.com/images/cleardot.gif"", ""https://translate.googleapis.com/element/log?format=json&hasfast=true&authuser=0""]"
http://komineshop.shop21.makeshop.jp/,True,True,"gtm.scrollDepth, gtm.dom","Akamai Technologies, Google APIs, Google Analytics, Google Fonts, Google Static, jQuery",7,"ajax.googleapis.com, code.jquery.com, fonts.googleapis.com, fonts.gstatic.com, makeshop-multi-images.akamaized.net, region1.google-analytics.com, www.google-analytics.com",3426,github_releases,success,10,30.338584899902344,2025-08-08T23:01:31.864673,"[""https://www.googletagmanager.com/gtag/js?id=G-E77NFHQ6FZ"", ""https://www.googletagmanager.com/gtag/js?id=UA-90800526-1"", ""https://ajax.googleapis.com/ajax/libs/jquery/2.2.0/jquery.min.js"", ""https://www.googletagmanager.com/gtag/js?id=G-WMTYB7761B&cx=c&gtm=457e5870h2za200&tag_exp=101509157~102015666~103116026~103200004~103233427~104684208~104684211~105033766~105033768~105103161~105103163~105135708~105135710"", ""https://www.googletagmanager.com/gtag/js?id=G-E77NFHQ6FZ&cx=c&gtm=457e5870h2za200&tag_exp=101509157~102015666~103116026~103200004~103233427~104684208~104684211~105033766~105033768~105103161~105103163~105135708~105135710"", ""https://www.google-analytics.com/analytics.js"", ""https://region1.google-analytics.com/g/collect?v=2&tid=G-E77NFHQ6FZ&gtm=45je5861v9124319221za200&_p=1754694065873&gcd=13l3l3l3l1l1&npa=0&dma=0&tag_exp=101509157~103116026~103200004~103233427~104527906~104528501~104684208~104684211~104948813~105033763~105033765~105103161~105103163~105135708~105135710&cid=953436860.1754694068&ul=en-us&sr=1280x720&frm=0&pscdl=noapi&_s=1&sid=1754694067&sct=1&seg=0&dl=http%3A%2F%2Fkomineshop.shop21.makeshop.jp%2F&dt=KOMINE%20Online%20Store%20%7C&en=page_view&_fv=1&_nsi=1&_ss=1&_ee=1&tfd=6174"", ""https://region1.google-analytics.com/g/collect?v=2&tid=G-WMTYB7761B&gtm=45je5870h2v882317791za200&_p=1754694065873&gcd=13l3l3l3l1l1&npa=0&dma=0&tag_exp=101509157~103116026~103200004~103233427~104527906~104528501~104684208~104684211~104948813~105033763~105033765~105103161~105103163~105113532~105135708~105135710~105231383~105231385&cid=953436860.1754694068&ul=en-us&sr=1280x720&frm=0&pscdl=noapi&_eu=AAAI&_s=1&sid=1754694067&sct=1&seg=0&dl=http%3A%2F%2Fkomineshop.shop21.makeshop.jp%2F&dt=KOMINE%20Online%20Store%20%7C&en=page_view&_fv=1&_ss=1&tfd=6306"", ""https://region1.google-analytics.com/g/collect?v=2&tid=G-E77NFHQ6FZ&gtm=45je5861v9124319221za200&_p=1754694065873&gcd=13l3l3l3l1l1&npa=0&dma=0&tag_exp=101509157~103116026~103200004~103233427~104527906~104528501~104684208~104684211~104948813~105033763~105033765~105103161~105103163~105135708~105135710&cid=953436860.1754694068&ul=en-us&sr=1280x720&frm=0&pscdl=noapi&_eu=AEAAAAQ&_s=2&sid=1754694067&sct=1&seg=0&dl=http%3A%2F%2Fkomineshop.shop21.makeshop.jp%2F&dt=KOMINE%20Online%20Store%20%7C&en=scroll&epn.percent_scrolled=90&tfd=11191"", ""https://region1.google-analytics.com/g/collect?v=2&tid=G-WMTYB7761B&gtm=45je5870h2v882317791za200&_p=1754694065873&gcd=13l3l3l3l1l1&npa=0&dma=0&tag_exp=101509157~103116026~103200004~103233427~104527906~104528501~104684208~104684211~104948813~105033763~105033765~105103161~105103163~105113532~105135708~105135710~105231383~105231385&cid=953436860.1754694068&ul=en-us&sr=1280x720&frm=0&pscdl=noapi&_eu=AEAIAAQ&_s=2&sid=1754694067&sct=1&seg=0&dl=http%3A%2F%2Fkomineshop.shop21.makeshop.jp%2F&dt=KOMINE%20Online%20Store%20%7C&en=scroll&epn.percent_scrolled=90&tfd=11342""]"
http://krolestwotytoniu.pl/,True,True,"gtm.js, gtm.dom, gtm.load","Facebook, Facebook CDN, Google Analytics, Google Fonts, Google Static",7,"fonts.googleapis.com, fonts.gstatic.com, region1.google-analytics.com, scontent.xx.fbcdn.net, static.xx.fbcdn.net, www.facebook.com, www.google-analytics.com",3426,github_releases,success,5,48.70600652694702,2025-08-08T23:02:20.570885,"[""http://fonts.googleapis.com/css?family=Open+Sans:400,600,300&subset=latin-ext"", ""http://www.google-analytics.com/analytics.js"", ""https://www.google-analytics.com/j/collect?v=1&_v=j102&a=393772331&t=pageview&_s=1&dl=http%3A%2F%2Fkrolestwotytoniu.pl%2F&ul=en-us&dt=Sklep%20tytoniowy%20%3A%20cygara%2C%20fajki%2C%20gilzy%2C%20tyto%C5%84%20fajkowy%20oraz%20tyto%C5%84%20papierosowy%20-%20Kr%C3%B3lestwo%20Tytoniu&sr=1280x720&vp=1280x720&_u=IEBAAAABAAAAAC~&jid=1415143126&gjid=1540480305&cid=705164086.1754694095&tid=UA-43389228-1&_gid=686817945.1754694095&_r=1&_slc=1&z=132119418"", ""https://www.googletagmanager.com/gtag/js?id=G-JN7XHXVM0E&cx=c&_slc=1"", ""https://region1.google-analytics.com/g/collect?v=2&tid=G-JN7XHXVM0E&gtm=45je5861v9111666274za200&_p=1754694095157&gcd=13l3l3l3l2l1&npa=0&dma=0&tag_exp=101509157~103116026~103200004~103233427~104573694~104684208~104684211~105033766~105033768~105103161~105103163~105135708~105135710&ul=en-us&sr=1280x720&cid=705164086.1754694095&ir=1&frm=0&pscdl=noapi&_eu=EBAI&_s=1&dl=http%3A%2F%2Fkrolestwotytoniu.pl%2F&dt=Sklep%20tytoniowy%20%3A%20cygara%2C%20fajki%2C%20gilzy%2C%20tyto%C5%84%20fajkowy%20oraz%20tyto%C5%84%20papierosowy%20-%20Kr%C3%B3lestwo%20Tytoniu&sid=1754694095&sct=1&seg=0&_tu=wAQ&en=page_view&_fv=1&_ss=1&_ee=1&tfd=3593""]"
http://kruhlyk.com.ua/,False,False,not_applicable,not_applicable,0,not_applicable,3426,github_releases,success,2,33.75442862510681,2025-08-08T23:02:54.326185,"[""http://fonts.googleapis.com/css?family=Cinzel:400,700&subset=latin,latin-ext,cyrillic,cyrillic-ext"", ""http://fonts.googleapis.com/css?family=Quattrocento+Sans:400,400italic,700,700italic&subset=latin,latin-ext,cyrillic,cyrillic-ext""]"
http://lk.stu.lipetsk.ru/,False,False,not_applicable,not_applicable,0,not_applicable,3426,github_releases,success,0,54.06846475601196,2025-08-08T23:03:48.396578,[]
http://newagro.by/,True,True,"gtm.js, gtm-ee-event, gtm.dom, gtm.click","Facebook, Google, Google Analytics, Google Marketing Platform, Mail.Ru Banner Network, Mail.Ru Group, X Corp., Yandex Metrika",11,"ad.mail.ru, connect.facebook.net, mc.yandex.com, mc.yandex.ru, privacy-cs.mail.ru, region1.analytics.google.com, stats.g.doubleclick.net, top-fwz1.mail.ru, www.facebook.com, www.google-analytics.com, www.google.co.uk",3426,github_releases,success,17,22.088860034942627,2025-08-08T23:04:10.487388,"[""http://newagro.by/bitrix/css/concept.tagmanager/animate.min.css?153848797155263"", ""http://newagro.by/bitrix/css/concept.tagmanager/template_styles.css?153848797136215"", ""http://newagro.by/bitrix/css/concept.tagmanager/responsive.css?15384879715551"", ""https://www.googletagmanager.com/gtm.js?id=GTM-NMJKWW4"", ""https://www.google-analytics.com/analytics.js"", ""https://www.google-analytics.com/plugins/ua/ec.js"", ""https://www.google-analytics.com/j/collect?v=1&_v=j102&a=770295973&t=pageview&_s=1&dl=http%3A%2F%2Fnewagro.by%2F&ul=en-us&dt=%D0%9A%D1%83%D0%BF%D0%B8%D1%82%D1%8C%20%D1%81%D0%B5%D0%BC%D0%B5%D0%BD%D0%B0%20%D0%B2%20%D0%9F%D0%B8%D0%BD%D1%81%D0%BA%D0%B5%20%D0%B2%20%D0%B8%D0%BD%D1%82%D0%B5%D1%80%D0%BD%D0%B5%D1%82-%D0%BC%D0%B0%D0%B3%D0%B0%D0%B7%D0%B8%D0%BD%D0%B5%2C%20%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B6%D0%B0%20%D1%81%D0%B5%D0%BC%D1%8F%D0%BD%20%D0%BE%D0%BF%D1%82%D0%BE%D0%BC%2C%20%D0%B4%D0%BE%D1%81%D1%82%D0%B0%D0%B2%D0%BA%D0%B0%20%D0%BF%D0%BE%D1%87%D1%82%D0%BE%D0%B9%20%D0%BF%D0%BE%20%D0%91%D0%B5%D0%BB%D0%B0%D1%80%D1%83%D1%81%D0%B8&sr=1280x720&vp=1280x720&_u=YEBAAEALAAAAACAAI~&jid=1532148166&gjid=1939960585&cid=1778739033.1754694235&tid=UA-71683589-1&_gid=357581808.1754694235&_r=1&_slc=1&gtm=45He5861n81NMJKWW4za200&gcd=13l3l3l3l1l1&dma=0&tag_exp=101509157~103116026~103200004~103233427~104527907~104528501~104684208~104684211~104948813~105033763~105033765~105091134~105103161~105103163~105135708~105135710&z=1907680494"", ""https://www.googletagmanager.com/gtag/js?id=G-L6W1E6Q3L5&cx=c&_slc=1"", ""https://region1.analytics.google.com/g/collect?v=2&tid=G-L6W1E6Q3L5&gtm=45je5861v9134486517za200&_p=1754694234772&_gaz=1&gcd=13l3l3l3l2l1&npa=0&dma=0&tag_exp=101509157~103116026~103200004~103233427~104684208~104684211~105033766~105033768~105103161~105103163~105135708~105135710&ul=en-us&sr=1280x720&cid=1778739033.1754694235&ir=1&frm=0&pscdl=noapi&_eu=EBAI&_s=1&dl=http%3A%2F%2Fnewagro.by%2F&dt=%D0%9A%D1%83%D0%BF%D0%B8%D1%82%D1%8C%20%D1%81%D0%B5%D0%BC%D0%B5%D0%BD%D0%B0%20%D0%B2%20%D0%9F%D0%B8%D0%BD%D1%81%D0%BA%D0%B5%20%D0%B2%20%D0%B8%D0%BD%D1%82%D0%B5%D1%80%D0%BD%D0%B5%D1%82-%D0%BC%D0%B0%D0%B3%D0%B0%D0%B7%D0%B8%D0%BD%D0%B5%2C%20%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B6%D0%B0%20%D1%81%D0%B5%D0%BC%D1%8F%D0%BD%20%D0%BE%D0%BF%D1%82%D0%BE%D0%BC%2C%20%D0%B4%D0%BE%D1%81%D1%82%D0%B0%D0%B2%D0%BA%D0%B0%20%D0%BF%D0%BE%D1%87%D1%82%D0%BE%D0%B9%20%D0%BF%D0%BE%20%D0%91%D0%B5%D0%BB%D0%B0%D1%80%D1%83%D1%81%D0%B8&sid=1754694236&sct=1&seg=0&_tu=wAQ&en=page_view&_fv=1&_ss=1&_ee=1&tfd=7568"", ""https://stats.g.doubleclick.net/g/collect?v=2&tid=G-L6W1E6Q3L5&cid=1778739033.1754694235&gtm=45je5861v9134486517za200&aip=1&dma=0&gcd=13l3l3l3l2l1&npa=0&frm=0&tag_exp=101509157~103116026~103200004~103233427~104684208~104684211~105033766~105033768~105103161~105103163~105135708~105135710"", ""https://www.google.co.uk/ads/ga-audiences?v=1&t=sr&slf_rd=1&_r=4&tid=G-L6W1E6Q3L5&cid=1778739033.1754694235&gtm=45je5861v9134486517za200&aip=1&dma=0&gcd=13l3l3l3l2l1&npa=0&frm=0&tag_exp=101509157~103116026~103200004~103233427~104684208~104684211~105033766~105033768~105103161~105103163~105135708~105135710&tag_exp=101509157~103116026~103200004~103233427~104684208~104684211~105033766~105033768~105103161~105103163~105135708~105135710&z=1426824878"", ""https://www.facebook.com/tr/?id=2215558692107434&ev=PageView&dl=http%3A%2F%2Fnewagro.by%2F&rl=&if=false&ts=1754694237226&sw=1280&sh=720&v=2.9.223&r=stable&a=tmgoogletagmanager&ec=0&o=4126&fbp=fb.1.1754694237225.236444500292565514&ler=empty&cdl=API_unavailable&pmd[title]=%D0%9A%D1%83%D0%BF%D0%B8%D1%82%D1%8C%20%D1%81%D0%B5%D0%BC%D0%B5%D0%BD%D0%B0%20%D0%B2%20%D0%9F%D0%B8%D0%BD%D1%81%D0%BA%D0%B5%20%D0%B2%20%D0%B8%D0%BD%D1%82%D0%B5%D1%80%D0%BD%D0%B5%D1%82-%D0%BC%D0%B0%D0%B3%D0%B0%D0%B7%D0%B8%D0%BD%D0%B5%2C%20%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B6%D0%B0%20%D1%81%D0%B5%D0%BC%D1%8F%D0%BD%20%D0%BE%D0%BF%D1%82%D0%BE%D0%BC%2C%20%D0%B4%D0%BE%D1%81%D1%82%D0%B0%D0%B2%D0%BA%D0%B0%20%D0%BF%D0%BE%D1%87%D1%82%D0%BE%D0%B9%20%D0%BF%D0%BE%20%D0%91%D0%B5%D0%BB%D0%B0%D1%80%D1%83%D1%81%D0%B8&plt=6471.699999999953&it=1754694236593&coo=false&exp=r1&rqm=GET"", ""https://www.facebook.com/tr/?id=2215558692107434&ev=ViewContent&dl=http%3A%2F%2Fnewagro.by%2F&rl=&if=false&ts=1754694237232&sw=1280&sh=720&v=2.9.223&r=stable&a=tmgoogletagmanager&ec=1&o=4126&fbp=fb.1.1754694237225.236444500292565514&ler=empty&cdl=API_unavailable&plt=6471.699999999953&it=1754694236593&coo=false&exp=r1&rqm=GET"", ""https://www.facebook.com/tr/?id=2215558692107434&ev=AddToCart&dl=http%3A%2F%2Fnewagro.by%2F&rl=&if=false&ts=1754694237234&sw=1280&sh=720&v=2.9.223&r=stable&a=tmgoogletagmanager&ec=2&o=4126&fbp=fb.1.1754694237225.236444500292565514&ler=empty&cdl=API_unavailable&plt=6471.699999999953&it=1754694236593&coo=false&exp=r1&rqm=GET"", ""https://www.facebook.com/tr/?id=2215558692107434&ev=InitiateCheckout&dl=http%3A%2F%2Fnewagro.by%2F&rl=&if=false&ts=1754694237236&sw=1280&sh=720&v=2.9.223&r=stable&a=tmgoogletagmanager&ec=3&o=4126&fbp=fb.1.1754694237225.236444500292565514&ler=empty&cdl=API_unavailable&plt=6471.699999999953&it=1754694236593&coo=false&exp=r1&rqm=GET"", ""https://www.facebook.com/tr/?id=2215558692107434&ev=Purchase&dl=http%3A%2F%2Fnewagro.by%2F&rl=&if=false&ts=1754694237238&sw=1280&sh=720&v=2.9.223&r=stable&a=tmgoogletagmanager&ec=4&o=4126&fbp=fb.1.1754694237225.236444500292565514&ler=empty&cdl=API_unavailable&plt=6471.699999999953&it=1754694236593&coo=false&exp=r1&rqm=GET"", ""https://region1.analytics.google.com/g/collect?v=2&tid=G-L6W1E6Q3L5&gtm=45je5861v9134486517za200&_p=1754694234772&gcd=13l3l3l3l2l1&npa=0&dma=0&tag_exp=101509157~103116026~103200004~103233427~104684208~104684211~105033766~105033768~105103161~105103163~105135708~105135710&ul=en-us&sr=1280x720&cid=1778739033.1754694235&ir=1&frm=0&pscdl=noapi&_eu=EBAIAAQ&dl=http%3A%2F%2Fnewagro.by%2F&dt=%D0%9A%D1%83%D0%BF%D0%B8%D1%82%D1%8C%20%D1%81%D0%B5%D0%BC%D0%B5%D0%BD%D0%B0%20%D0%B2%20%D0%9F%D0%B8%D0%BD%D1%81%D0%BA%D0%B5%20%D0%B2%20%D0%B8%D0%BD%D1%82%D0%B5%D1%80%D0%BD%D0%B5%D1%82-%D0%BC%D0%B0%D0%B3%D0%B0%D0%B7%D0%B8%D0%BD%D0%B5%2C%20%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B6%D0%B0%20%D1%81%D0%B5%D0%BC%D1%8F%D0%BD%20%D0%BE%D0%BF%D1%82%D0%BE%D0%BC%2C%20%D0%B4%D0%BE%D1%81%D1%82%D0%B0%D0%B2%D0%BA%D0%B0%20%D0%BF%D0%BE%D1%87%D1%82%D0%BE%D0%B9%20%D0%BF%D0%BE%20%D0%91%D0%B5%D0%BB%D0%B0%D1%80%D1%83%D1%81%D0%B8&sid=1754694236&sct=1&seg=0&_tu=wAQ&_s=2&tfd=12617""]"
http://pierrot-store.com/,False,False,not_applicable,not_applicable,0,not_applicable,3426,github_releases,success,3,37.54125666618347,2025-08-08T23:04:48.028940,"[""https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js"", ""https://fonts.googleapis.com/earlyaccess/notosansjapanese.css"", ""https://fonts.googleapis.com/css?family=Roboto|Caveat""]"
